timesteps,ep_rew_mean,ep_len_mean
1589824,1601.6485595703125,963.3499755859375
1593920,1613.54296875,970.4600219726562
1598016,1642.9368896484375,970.4600219726562
1602112,1650.90283203125,977.8599853515625
1606208,1652.2852783203125,975.8599853515625
1610304,1641.4744873046875,975.8599853515625
1614400,1652.21533203125,975.8599853515625
1618496,1667.9522705078125,980.280029296875
1622592,1668.6011962890625,980.280029296875
1626688,1684.634521484375,987.6400146484375
1630784,1699.47998046875,995.0399780273438
1634880,1702.26220703125,995.0399780273438
1638976,1682.6318359375,983.0999755859375
1643072,1668.493408203125,973.47998046875
1647168,1676.33740234375,973.47998046875
1651264,1652.1483154296875,964.8800048828125
1655360,1643.855224609375,960.75
1659456,1643.4969482421875,960.75
1663552,1639.0047607421875,960.75
1667648,1622.7545166015625,951.760009765625
1671744,1621.396240234375,951.760009765625
1675840,1631.3333740234375,952.8699951171875
1679936,1630.9786376953125,952.8699951171875
1684032,1626.606201171875,952.8699951171875
1688128,1626.9482421875,952.8699951171875
1692224,1616.7332763671875,952.8699951171875
1696320,1616.37939453125,952.8699951171875
1700416,1611.630126953125,954.8699951171875
1704512,1617.812255859375,954.8699951171875
1708608,1616.48046875,954.8699951171875
1712704,1617.06298828125,954.8699951171875
1716800,1618.6710205078125,954.8699951171875
1720896,1618.8116455078125,954.8699951171875
1724992,1603.5146484375,946.4099731445312
1729088,1591.586669921875,946.4099731445312
1733184,1601.4150390625,958.3499755859375
1737280,1595.1673583984375,960.3800048828125
1741376,1608.6844482421875,967.22998046875
1745472,1619.6917724609375,967.280029296875
1749568,1619.8115234375,967.280029296875
1753664,1624.7115478515625,971.4099731445312
1757760,1617.7279052734375,971.4099731445312
1761856,1612.7802734375,971.4099731445312
1765952,1626.63330078125,980.4000244140625
1770048,1631.1016845703125,980.4000244140625
1774144,1631.5654296875,980.4000244140625
1778240,1632.8382568359375,982.25
1782336,1636.8157958984375,982.25
1786432,1645.215087890625,978.52001953125
1790528,1649.4127197265625,978.52001953125
1794624,1665.388671875,978.52001953125
1798720,1665.9786376953125,978.52001953125
1802816,1665.6202392578125,978.52001953125
1806912,1658.5830078125,978.52001953125
1811008,1660.1875,978.52001953125
1815104,1660.70751953125,978.52001953125
1819200,1660.4151611328125,978.52001953125
1823296,1669.5462646484375,986.97998046875
1827392,1681.9805908203125,986.97998046875
1831488,1685.8961181640625,986.97998046875
1835584,1701.5540771484375,986.97998046875
1839680,1706.47265625,987.719970703125
1843776,1721.83349609375,996.27001953125
1847872,1704.90625,990.2899780273438
1851968,1710.11669921875,990.2899780273438
1856064,1710.4354248046875,989.010009765625
1860160,1716.5465087890625,989.010009765625
1864256,1721.838623046875,989.010009765625
1868352,1724.2222900390625,989.010009765625
1872448,1725.9102783203125,989.010009765625
1876544,1731.2413330078125,989.010009765625
1880640,1719.679931640625,986.219970703125
1884736,1727.919677734375,989.9500122070312
1888832,1722.4044189453125,989.9500122070312
1892928,1722.141357421875,989.9500122070312
1897024,1693.8009033203125,982.1199951171875
1901120,1703.876708984375,982.1199951171875
1905216,1711.6358642578125,982.1199951171875
1909312,1698.0516357421875,975.1099853515625
1913408,1697.09521484375,975.1099853515625
1917504,1704.81591796875,974.6699829101562
1921600,1704.419921875,974.6699829101562
1925696,1690.4022216796875,974.6699829101562
1929792,1674.9451904296875,970.4400024414062
1933888,1676.0352783203125,970.4400024414062
1937984,1658.118896484375,959.4000244140625
1942080,1658.118896484375,959.4000244140625
1946176,1676.0853271484375,965.3800048828125
1950272,1675.420166015625,965.3800048828125
1954368,1686.2415771484375,966.6599731445312
1958464,1686.46630859375,966.6599731445312
